drug_id,drug_name,target_id,target_uniprot,target_name,target_gene,action,atc_codes
DB06779,Dalteparin,,P16109,P-selectin,SELP,inhibitor,B01AB04
DB06780,Desoxycorticosterone acetate,,P08235,Mineralocorticoid receptor,NR3C2,agonist,
DB06781,Difluprednate,,P04150,Glucocorticoid receptor,NR3C1,agonist,D07AC19
DB06782,Dimercaprol,,,Arsenic,,chelator,V03AB09
DB06782,Dimercaprol,,,Cadmium,,chelator,V03AB09
DB06782,Dimercaprol,,,Mercury,,chelator,V03AB09
DB06782,Dimercaprol,,P05067,Amyloid beta A4 protein,APP,,V03AB09
DB06785,Ganirelix,,P30968,Gonadotropin-releasing hormone receptor,GNRHR,antagonist,H01CC01
DB06786,Halcinonide,,Q99835,Smoothened homolog,SMO,agonist,D07AD02
DB06786,Halcinonide,,Q99835,Smoothened homolog,SMO,activator,D07AD02
DB06787,Hexocyclium,,P20309,Muscarinic acetylcholine receptor M3,CHRM3,antagonist,A03AB10
DB06787,Hexocyclium,,P11229,Muscarinic acetylcholine receptor M1,CHRM1,antagonist,A03AB10
DB06787,Hexocyclium,,P08172,Muscarinic acetylcholine receptor M2,CHRM2,antagonist,A03AB10
DB06787,Hexocyclium,,P08173,Muscarinic acetylcholine receptor M4,CHRM4,antagonist,A03AB10
DB06788,Histrelin,,P30968,Gonadotropin-releasing hormone receptor,GNRHR,agonist,L02AE05
DB06789,Hydroxyprogesterone caproate,,P06401,Progesterone receptor,PGR,agonist,
DB06791,Lanreotide,,P30874,Somatostatin receptor type 2,SSTR2,agonist,H01CB03
DB06791,Lanreotide,,P35346,Somatostatin receptor type 5,SSTR5,agonist,H01CB03
DB06792,Lanthanum carbonate,,,Phosphate,,binder,V03AE03
DB06795,Mafenide,,P23280,Carbonic anhydrase 6,CA6,antagonist,G01AE10;D06BA03
DB06800,Methylnaltrexone,,P35372,Mu-type opioid receptor,OPRM1,antagonist,A06AH01
DB06800,Methylnaltrexone,,P41145,Kappa-type opioid receptor,OPRK1,antagonist,A06AH01
DB06802,Nepafenac,,P23219,Prostaglandin G/H synthase 1,PTGS1,inhibitor,S01BC10
DB06802,Nepafenac,,P35354,Prostaglandin G/H synthase 2,PTGS2,inhibitor,S01BC10
DB06803,Niclosamide,,,DNA,,antagonist,P02DA01
DB06809,Plerixafor,,P61073,C-X-C chemokine receptor type 4,CXCR4,antagonist,L03AX16
DB06809,Plerixafor,,P61073,C-X-C chemokine receptor type 4,CXCR4,inhibitor,L03AX16
DB06810,Plicamycin,,,DNA,,antagonist,L01DC02
DB06813,Pralatrexate,,P00374,Dihydrofolate reductase,DHFR,substrate,L01BA05
DB06813,Pralatrexate,,P00374,Dihydrofolate reductase,DHFR,inhibitor,L01BA05
DB06813,Pralatrexate,,P04818,Thymidylate synthase,TYMS,substrate,L01BA05
DB06813,Pralatrexate,,P04818,Thymidylate synthase,TYMS,inhibitor,L01BA05
DB06813,Pralatrexate,,Q05932,"Folylpolyglutamate synthase, mitochondrial",FPGS,substrate,L01BA05
DB06814,Protokylol,,P07550,Beta-2 adrenergic receptor,ADRB2,agonist,
DB06817,Raltegravir,,Q7ZJM1,Integrase,pol,inhibitor,J05AR16;J05AJ01
DB06819,Phenylbutyric acid,,P95468,Aromatic-amino-acid aminotransferase,tyrB,,A16AX03
DB06819,Phenylbutyric acid,,Q13547,Histone deacetylase,HDAC1,inhibitor,A16AX03
DB06820,Sulconazole,,P50859,Lanosterol 14-alpha demethylase,ERG11,inhibitor,D01AC09
DB06821,Sulfameter,,P0AC13,Dihydropteroate synthase,folP,inhibitor,J01ED04;G01AE10
DB06822,Tinzaparin,,P01008,Antithrombin-III,SERPINC1,potentiator,B01AB10
DB06822,Tinzaparin,,P13612,Integrin alpha-4,ITGA4,inhibitor,B01AB10
DB06822,Tinzaparin,,P48061,Stromal cell-derived factor 1,CXCL12,binder,B01AB10
DB06825,Triptorelin,,P30968,Gonadotropin-releasing hormone receptor,GNRHR,agonist,L02AE04
DB06827,Viomycin,,P9WJ63,16S/23S rRNA (cytidine-2'-O)-methyltransferase TlyA,tlyA,inhibitor,
DB06828,5-[2-(1H-pyrrol-1-yl)ethoxy]-1H-indole,,P09960,Leukotriene A-4 hydrolase,LTA4H,,
DB06829,4-BROMO-3-(CARBOXYMETHOXY)-5-[3-(CYCLOHEXYLAMINO)PHENYL]THIOPHENE-2-CARBOXYLIC ACID,,P18031,Tyrosine-protein phosphatase non-receptor type 1,PTPN1,,
DB06830,"(1-HYDROXYHEPTANE-1,1-DIYL)BIS(PHOSPHONIC ACID)",,O95749,Geranylgeranyl pyrophosphate synthase,GGPS1,,
DB06831,2-((9H-PURIN-6-YLTHIO)METHYL)-5-CHLORO-3-(2-METHOXYPHENYL)QUINAZOLIN-4(3H)-ONE,,P48736,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform",PIK3CG,,
DB06831,2-((9H-PURIN-6-YLTHIO)METHYL)-5-CHLORO-3-(2-METHOXYPHENYL)QUINAZOLIN-4(3H)-ONE,,O00329,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform",PIK3CD,,
DB06832,Prinaberel,,Q92731,Estrogen receptor beta,ESR2,,
DB06832,Prinaberel,,Q15788,Nuclear receptor coactivator 1,NCOA1,,
DB06833,1-CYCLOHEXYL-N-{[1-(4-METHYLPHENYL)-1H-INDOL-3-YL]METHYL}METHANAMINE,,P11474,Steroid hormone receptor ERR1,ESRRA,,
DB06834,"N-(2-hydroxy-1,1-dimethylethyl)-1-methyl-3-(1H-pyrrolo[2,3-b]pyridin-2-yl)-1H-indole-5-carboxamide",,P43405,Tyrosine-protein kinase SYK,SYK,,
DB06835,(2S)-2-[3-(AMINOMETHYL)PHENYL]-3-{(S)-HYDROXY[(1R)-2-METHYL-1-{[(2-PHENYLETHYL)SULFONYL]AMINO}PROPYL]PHOSPHORYL}PROPANOIC ACID,,P15086,Carboxypeptidase B,CPB1,,
DB06836,"N-(5-{4-Chloro-3-[(2-hydroxyethyl)sulfamoyl]phenyl}-4-methyl-1,3-thiazol-2-yl)acetamide",,P48736,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform",PIK3CG,,
DB06836,"N-(5-{4-Chloro-3-[(2-hydroxyethyl)sulfamoyl]phenyl}-4-methyl-1,3-thiazol-2-yl)acetamide",,Q8NEB9,Phosphatidylinositol 3-kinase catalytic subunit type 3,PIK3C3,,
DB06837,"(2R)-N~4~-hydroxy-2-(3-hydroxybenzyl)-N~1~-[(1S,2R)-2-hydroxy-2,3-dihydro-1H-inden-1-yl]butanediamide",,Q9UNA0,A disintegrin and metalloproteinase with thrombospondin motifs 5,ADAMTS5,,
DB06838,methyl L-phenylalaninate,,P02974,Fimbrial protein,pilE1,,
DB06838,methyl L-phenylalaninate,,P00734,Prothrombin,F2,,
DB06840,"diethyl [(1R)-1,5-diaminopentyl]boronate",,P07477,Trypsin-1,PRSS1,,
DB06841,"[(2R)-1-[(2S)-2-[[(2S,3S)-1-Chloro-6-(diaminomethylideneamino)-2-hydroxyhexan-3-yl]carbamoyl]pyrrolidin-1-yl]-1-oxo-3-phenylpropan-2-yl]azanium",,P00734,Prothrombin,F2,,
DB06842,(4R)-4-(3-butoxy-4-methoxybenzyl)imidazolidin-2-one,,P27815,"cAMP-specific 3',5'-cyclic phosphodiesterase 4A",PDE4A,,
DB06842,(4R)-4-(3-butoxy-4-methoxybenzyl)imidazolidin-2-one,,Q08499,"cAMP-specific 3',5'-cyclic phosphodiesterase 4D",PDE4D,,
DB06843,"2',5'-DIDEOXY-ADENOSINE 3'-MONOPHOSPHATE",,P63092,Guanine nucleotide-binding protein G(s) subunit alpha isoforms short,GNAS,,
DB06843,"2',5'-DIDEOXY-ADENOSINE 3'-MONOPHOSPHATE",,Q08462,Adenylate cyclase type 2,ADCY2,,
DB06843,"2',5'-DIDEOXY-ADENOSINE 3'-MONOPHOSPHATE",,O95622,Adenylate cyclase type 5,ADCY5,,
DB06844,"4-[(7-OXO-7H-THIAZOLO[5,4-E]INDOL-8-YLMETHYL)-AMINO]-N-PYRIDIN-2-YL-BENZENESULFONAMIDE",,P20248,Cyclin-A2,CCNA2,,
DB06844,"4-[(7-OXO-7H-THIAZOLO[5,4-E]INDOL-8-YLMETHYL)-AMINO]-N-PYRIDIN-2-YL-BENZENESULFONAMIDE",,P24941,Cyclin-dependent kinase 2,CDK2,,
DB06845,(S)-N-(4-carbamimidoylbenzyl)-1-(2-(cyclopentylamino)ethanoyl)pyrrolidine-2-carboxamide,,P07477,Trypsin-1,PRSS1,,
DB06845,(S)-N-(4-carbamimidoylbenzyl)-1-(2-(cyclopentylamino)ethanoyl)pyrrolidine-2-carboxamide,,P00734,Prothrombin,F2,,
DB06847,"5-[(3S)-3-(2-methoxybiphenyl-4-yl)but-1-yn-1-yl]-6-methylpyrimidine-2,4-diamine",,A0A0M3KKX1,Dihydrofolate reductase (dfrB),dfrB,,
DB06848,"1-(1'-{[3-(methylsulfanyl)-2-benzothiophen-1-yl]carbonyl}spiro[1-benzofuran-3,4'-piperidin]-5-yl)methanamine",,Q15661,Tryptase alpha/beta-1,TPSAB1,,
DB06849,"1-[1'-(3-phenylacryloyl)spiro[1-benzofuran-3,4'-piperidin]-5-yl]methanamine",,Q15661,Tryptase alpha/beta-1,TPSAB1,,
DB06850,(S)-N-(4-carbamimidoylbenzyl)-1-(2-(cyclohexylamino)ethanoyl)pyrrolidine-2-carboxamide,,P07477,Trypsin-1,PRSS1,,
DB06850,(S)-N-(4-carbamimidoylbenzyl)-1-(2-(cyclohexylamino)ethanoyl)pyrrolidine-2-carboxamide,,P00734,Prothrombin,F2,,
DB06851,N-(pyridin-3-ylmethyl)aniline,,Q3JUV5,Inorganic pyrophosphatase,ppa,,
DB06851,N-(pyridin-3-ylmethyl)aniline,,P09960,Leukotriene A-4 hydrolase,LTA4H,,
DB06852,CHIR-124,,O14757,Serine/threonine-protein kinase Chk1,CHEK1,,
DB06853,N-cycloheptylglycyl-N-(4-carbamimidoylbenzyl)-L-prolinamide,,P07477,Trypsin-1,PRSS1,,
DB06853,N-cycloheptylglycyl-N-(4-carbamimidoylbenzyl)-L-prolinamide,,P00734,Prothrombin,F2,,
DB06855,6-fluoro-2-(2-hydroxy-3-isobutoxy-phenyl)-1H-benzoimidazole-5-carboxamidine,,P00749,Urokinase-type plasminogen activator,PLAU,,
DB06855,6-fluoro-2-(2-hydroxy-3-isobutoxy-phenyl)-1H-benzoimidazole-5-carboxamidine,,P07477,Trypsin-1,PRSS1,,
DB06856,6-FLUORO-2-[2-HYDROXY-3-(2-METHYL-CYCLOHEXYLOXY)-PHENYL]-1H-INDOLE-5-CARBOXAMIDINE,,P00749,Urokinase-type plasminogen activator,PLAU,,
DB06857,N-(4-CARBAMIMIDOYL-3-CHORO-PHENYL)-2-HYDROXY-3-IODO-5-METHYL-BENZAMIDE,,P00749,Urokinase-type plasminogen activator,PLAU,,
DB06858,N-cyclooctylglycyl-N-(4-carbamimidoylbenzyl)-L-prolinamide,,P00734,Prothrombin,F2,,
DB06858,N-cyclooctylglycyl-N-(4-carbamimidoylbenzyl)-L-prolinamide,,P07477,Trypsin-1,PRSS1,,
DB06859,N-ALLYL-5-AMIDINOAMINOOXY-PROPYLOXY-3-CHLORO-N-CYCLOPENTYLBENZAMIDE,,P00734,Prothrombin,F2,,
DB06860,"2-(2-chloropyridin-4-yl)-4-methyl-1H-isoindole-1,3(2H)-dione",,P00469,Thymidylate synthase,thyA,,
DB06861,6-(2-HYDROXY-CYCLOPENTYL)-7-OXO-HEPTANAMIDINE,,P00734,Prothrombin,F2,,
DB06862,2-HYDROXY-5-(2-MERCAPTO-ETHYLSULFAMOYL)-BENZOIC ACID,,P42574,Caspase-3,CASP3,,
DB06864,"2-(3-CARBOXYPROPIONYL)-6-HYDROXY-CYCLOHEXA-2,4-DIENE CARBOXYLIC ACID",,P29208,o-succinylbenzoate synthase,menC,,
DB06865,6-CARBAMIMIDOYL-2-[2-HYDROXY-6-(4-HYDROXY-PHENYL)-INDAN-1-YL]-HEXANOIC ACID,,P00734,Prothrombin,F2,,
DB06866,6-CARBAMIMIDOYL-2-[2-HYDROXY-5-(3-METHOXY-PHENYL)-INDAN-1-YL]-HEXANOIC ACID,,P00734,Prothrombin,F2,,
DB06867,"3,6,9,12,15,18-HEXAOXAICOSANE",,Q13526,Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1,PIN1,,
DB06868,N-(3-chlorobenzyl)-1-(4-methylpentanoyl)-L-prolinamide,,P00734,Prothrombin,F2,,
DB06869,1-[2-AMINO-2-CYCLOHEXYL-ACETYL]-PYRROLIDINE-3-CARBOXYLIC ACID 5-CHLORO-2-(2-ETHYLCARBAMOYL-ETHOXY)-BENZYLAMIDE,,P00734,Prothrombin,F2,,
DB06870,Tetrahydrogestrinone,,P10275,Androgen receptor,AR,,
DB06871,17-METHYL-17-ALPHA-DIHYDROEQUILENIN,,P03372,Estrogen receptor alpha,ESR1,,
DB06871,17-METHYL-17-ALPHA-DIHYDROEQUILENIN,,Q15596,Nuclear receptor coactivator 2,NCOA2,,
DB06872,"1-((2-HYDROXYETHOXY)METHYL)-5-(PHENYLTHIO)PYRIMIDINE-2,4(1H,3H)-DIONE",,P12758,Uridine phosphorylase,udp,,
DB06873,"1-((2-HYDROXYETHOXY)METHYL)-5-(3-(BENZYLOXY)BENZYL)PYRIMIDINE-2,4(1H,3H)-DIONE",,P12758,Uridine phosphorylase,udp,,
DB06874,"(6-[4-(AMINOMETHYL)-2,6-DIMETHYLPHENOXY]-2-{[4-(AMINOMETHYL)PHENYL]AMINO}-5-BROMOPYRIMIDIN-4-YL)METHANOL",,P03366,Gag-Pol polyprotein,gag-pol,,
DB06875,ERB-196,,Q92731,Estrogen receptor beta,ESR2,,
DB06875,ERB-196,,Q15788,Nuclear receptor coactivator 1,NCOA1,,
DB06876,"N-{5-[4-(4-METHYLPIPERAZIN-1-YL)PHENYL]-1H-PYRROLO[2,3-B]PYRIDIN-3-YL}NICOTINAMIDE",,O14757,Serine/threonine-protein kinase Chk1,CHEK1,,
DB06877,"N,N-DIMETHYL-4-(4-PHENYL-1H-PYRAZOL-3-YL)-1H-PYRROLE-2-CARBOXAMIDE",,P28482,Mitogen-activated protein kinase 1,MAPK1,,
DB06878,1-[(2R)-2-aminobutanoyl]-N-(3-chlorobenzyl)-L-prolinamide,,P00734,Prothrombin,F2,,
DB06879,"5-(4'-AMINO-1'-ETHYL-5',8'-DIFLUORO-1'H-SPIRO[PIPERIDINE-4,2'-QUINAZOLINE]-1-YLCARBONYL)PICOLINONITRILE",,P35228,"Nitric oxide synthase, inducible",NOS2,,
DB06880,"(1S)-2-[(2S,5R)-2-(AMINOMETHYL)-5-PROP-1-YN-1-YLPYRROLIDIN-1-YL]-1-CYCLOPENTYL-2-OXOETHANAMINE",,P27487,Dipeptidyl peptidase 4,DPP4,,
DB06881,(1Z)-2-HYDROXY-3-OXOHEX-1-EN-1-YL DIHYDROGEN PHOSPHATE,,Q5L1E2,"2,3-diketo-5-methylthiopentyl-1-phosphate enolase",mtnW,,
DB06882,1-[1-(3-aminophenyl)-3-tert-butyl-1H-pyrazol-5-yl]-3-naphthalen-1-ylurea,,P12931,Proto-oncogene tyrosine-protein kinase Src,SRC,,
DB06882,1-[1-(3-aminophenyl)-3-tert-butyl-1H-pyrazol-5-yl]-3-naphthalen-1-ylurea,,Q16539,Mitogen-activated protein kinase 14,MAPK14,,
DB06883,1-[1-(3-aminophenyl)-3-tert-butyl-1H-pyrazol-5-yl]-3-phenylurea,,P12931,Proto-oncogene tyrosine-protein kinase Src,SRC,,
DB06884,4-HYDROXY-N'-(4-ISOPROPYLBENZYL)BENZOHYDRAZIDE,,P62508,Estrogen-related receptor gamma,ESRRG,,
DB06884,4-HYDROXY-N'-(4-ISOPROPYLBENZYL)BENZOHYDRAZIDE,,P48552,Nuclear receptor-interacting protein 1,NRIP1,,
DB06886,N-BENZYLOXYCARBONYL-ALA-PRO-3-AMINO-4-PHENYL-BUTAN-2-OL,,P00781,Subtilisin DY,apr,,
DB06887,"[(3S)-3-(Methylcarbamoyl)-2-{[(2-methyl-2-propanyl)oxy]carbonyl}-1,2,3,4-tetrahydro-7-isoquinolinyl]sulfamic acid",,P18031,Tyrosine-protein phosphatase non-receptor type 1,PTPN1,,
DB06888,"(13R,15S)-13-METHYL-16-OXA-8,9,12,22,24-PENTAAZAHEXACYCLO[15.6.2.16,9.1,12,15.0,2,7.0,21,25]HEPTACOSA-1(24),2,4,6,17(25),18,20-HEPTAENE-23,26-DIONE",,P24941,Cyclin-dependent kinase 2,CDK2,,
DB06889,"3-(1H-tetrazol-5-ylmethyl)-5,6,7,8-tetrahydro[1]benzothieno[2,3-d]pyrimidin-4(3H)-one",,Q9L5C8,Beta-lactamase,blaCTX-M-9a,,
DB06890,(2R)-2-PHENYL-N-PYRIDIN-4-YLBUTANAMIDE,,P10614,Lanosterol 14-alpha demethylase,ERG11,,
DB06891,"5-{[(4-AMINO-3-CHLORO-5-FLUOROPHENYL)SULFONYL]AMINO}-1,3,4-THIADIAZOLE-2-SULFONAMIDE",,P00918,Carbonic anhydrase 2,CA2,,
DB06892,"(5S)-4,5-difluoro-6-[(2-fluoro-4-iodophenyl)imino]-N-(2-hydroxyethoxy)cyclohexa-1,3-diene-1-carboxamide",,Q02750,Dual specificity mitogen-activated protein kinase kinase 1,MAP2K1,,
DB06893,Decylsulfonic acid,,Q9I5I9,SDS hydrolase SdsA1,sdsA1,,
DB06894,1-Dodecanol,,Q9I5I9,SDS hydrolase SdsA1,sdsA1,,
DB06894,1-Dodecanol,,O00519,Fatty-acid amide hydrolase 1,FAAH,,
DB06896,"1-(4-fluorophenyl)-N-[3-fluoro-4-(1H-pyrrolo[2,3-b]pyridin-4-yloxy)phenyl]-2-oxo-1,2-dihydropyridine-3-carboxamide",,P08581,Hepatocyte growth factor receptor,MET,,
DB06897,"3-[3-chloro-5-(5-{[(1S)-1-phenylethyl]amino}isoxazolo[5,4-c]pyridin-3-yl)phenyl]propan-1-ol",,P53350,Serine/threonine-protein kinase PLK1,PLK1,,
DB06898,"4-(2-amino-1-methyl-1H-imidazo[4,5-b]pyridin-6-yl)phenol",,P03372,Estrogen receptor alpha,ESR1,,
DB06898,"4-(2-amino-1-methyl-1H-imidazo[4,5-b]pyridin-6-yl)phenol",,Q15596,Nuclear receptor coactivator 2,NCOA2,,
DB06899,"N-{2-[6-(2,4-DIAMINO-6-ETHYLPYRIMIDIN-5-YL)-2,2-DIMETHYL-3-OXO-2,3-DIHYDRO-4H-1,4-BENZOTHIAZIN-4-YL]ETHYL}ACETAMIDE",,P00797,Renin,REN,,
DB06900,1-[4-(hydroxymethyl)phenyl]guanidine,,Q16651,Prostasin,PRSS8,,
DB06901,2-(2-HYDROXY-CYCLOPENTYL)-PENT-4-ENAL,,P08217,Chymotrypsin-like elastase family member 2A,CELA2A,,
DB06902,p-Cumylphenol,,P62508,Estrogen-related receptor gamma,ESRRG,,
DB06903,"(1S,3aS,5aR,8aS)-1,7,7-trimethyl-1,2,3,3a,5a,6,7,8-octahydrocyclopenta[c]pentalene-4-carboxylic acid",,Q82IZ1,1-deoxypentalenic acid 11-beta-hydroxylase,ptlH,,
DB06904,"(5S,6S)-6-[(R)ACETOXYETH-2-YL]-PENEM-3-CARBOXYLATEPROPANE",,P00803,Signal peptidase I,lepB,,
DB06905,"(2S,3S,4E,6E,8S,9S)-3-amino-9-methoxy-2,6,8-trimethyl-10-phenyldeca-4,6-dienoic acid",,Q13362,Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit gamma isoform,PPP2R5C,,
DB06905,"(2S,3S,4E,6E,8S,9S)-3-amino-9-methoxy-2,6,8-trimethyl-10-phenyldeca-4,6-dienoic acid",,P67775,Serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform,PPP2CA,,
DB06905,"(2S,3S,4E,6E,8S,9S)-3-amino-9-methoxy-2,6,8-trimethyl-10-phenyldeca-4,6-dienoic acid",,P30153,Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform,PPP2R1A,,
DB06906,ethyl 2-amino-4-hydroxypyrimidine-5-carboxylate,,P56740,Dihydroneopterin aldolase,folB,,
DB06908,"(2S)-3-(1-{[2-(2-CHLOROPHENYL)-5-METHYL-1,3-OXAZOL-4-YL]METHYL}-1H-INDOL-5-YL)-2-ETHOXYPROPANOIC ACID",,Q15788,Nuclear receptor coactivator 1,NCOA1,,
DB06908,"(2S)-3-(1-{[2-(2-CHLOROPHENYL)-5-METHYL-1,3-OXAZOL-4-YL]METHYL}-1H-INDOL-5-YL)-2-ETHOXYPROPANOIC ACID",,P37231,Peroxisome proliferator-activated receptor gamma,PPARG,,
DB06909,"1-ethyl-N-(phenylmethyl)-4-(tetrahydro-2H-pyran-4-ylamino)-1H-pyrazolo[3,4-b]pyridine-5-carboxamide",,Q07343,"cAMP-specific 3',5'-cyclic phosphodiesterase 4B",PDE4B,,
DB06910,"[4-R-(4-ALPHA,6-BETA,7-BETA]-HEXAHYDRO-5,6-DI(HYDROXY)-1,3-DI(ALLYL)-4,7-BISPHENYLMETHYL)-2H-1,3-DIAZEPINONE",,P04585,Gag-Pol polyprotein,gag-pol,,
DB06911,D-leucyl-N-(3-chlorobenzyl)-L-prolinamide,,P00734,Prothrombin,F2,,
DB06912,"UNDECA-3,7-DIENE-1,3,7,11-TETRACARBALDEHYDE",,P61626,Lysozyme C,LYZ,,
DB06913,"(3R)-3-[3,5-Bis(trifluoromethyl)anilino]-2-cyano-3-sulfanylpropanamide",,Q99AU2,Genome polyprotein,,,
DB06914,"1-({2-[2-(4-CHLOROPHENYL)ETHYL]-1,3-DIOXOLAN-2-YL}METHYL)-1H-IMIDAZOLE",,P09601,Heme oxygenase 1,HMOX1,,
DB06916,"N-[2-(1,3-BENZODIOXOL-5-YL)ETHYL]-1-[2-(1H-IMIDAZOL-1-YL)-6-METHYLPYRIMIDIN-4-YL]-D-PROLINAMIDE",,P35228,"Nitric oxide synthase, inducible",NOS2,,
DB06917,(4-fluorophenyl)(pyridin-4-yl)methanone,,P09960,Leukotriene A-4 hydrolase,LTA4H,,
DB06918,2-(2-METHYLPHENYL)-1H-INDOLE-6-CARBOXIMIDAMIDE,,P07477,Trypsin-1,PRSS1,,
DB06919,D-phenylalanyl-N-(3-chlorobenzyl)-L-prolinamide,,P00734,Prothrombin,F2,,
DB06920,Eribaxaban,,P00742,Coagulation factor X,F10,,
DB06921,(2S)-2-[3-(AMINOMETHYL)PHENYL]-3-[(R)-HYDROXY{(1R)-2-METHYL-1-[(PHENYLSULFONYL)AMINO]PROPYL}PHOSPHORYL]PROPANOIC ACID,,P15086,Carboxypeptidase B,CPB1,,
DB06922,"2-[(1R)-1-carboxy-2-naphthalen-1-ylethyl]-1,3-dioxo-2,3-dihydro-1H-isoindole-5-carboxylic acid",,P00811,Beta-lactamase,ampC,,
DB06923,2-(3-METHYLPHENYL)-1H-INDOLE-5-CARBOXIMIDAMIDE,,P07477,Trypsin-1,PRSS1,,
DB06924,(2R)-2-benzyl-3-nitropropanoic acid,,P15085,Carboxypeptidase A1,CPA1,,
DB06925,3-(2-AMINOQUINAZOLIN-6-YL)-4-METHYL-N-[3-(TRIFLUOROMETHYL)PHENYL]BENZAMIDE,,P06239,Tyrosine-protein kinase Lck,LCK,,
DB06926,"(9Z,11E,13S)-13-hydroxyoctadeca-9,11-dienoic acid",,P37231,Peroxisome proliferator-activated receptor gamma,PPARG,,
DB06927,[5-HYDROXY-2-(4-HYDROXYPHENYL)-1-BENZOFURAN-7-YL]ACETONITRILE,,Q92731,Estrogen receptor beta,ESR2,,
DB06927,[5-HYDROXY-2-(4-HYDROXYPHENYL)-1-BENZOFURAN-7-YL]ACETONITRILE,,Q15788,Nuclear receptor coactivator 1,NCOA1,,
DB06927,[5-HYDROXY-2-(4-HYDROXYPHENYL)-1-BENZOFURAN-7-YL]ACETONITRILE,,P03372,Estrogen receptor alpha,ESR1,,
DB06928,(2S)-2-{[HYDROXY(4-IODOBENZYL)PHOSPHORYL]METHYL}PENTANEDIOIC ACID,,Q04609,Glutamate carboxypeptidase 2,FOLH1,,
DB06929,1-butanoyl-N-(4-carbamimidoylbenzyl)-L-prolinamide,,P00734,Prothrombin,F2,,
DB06930,"N-[amino(imino)methyl]-2-(2,5-diphenyl-1H-pyrrol-1-yl)acetamide",,P56817,Beta-secretase 1,BACE1,,
DB06931,"(1-HYDROXYNONANE-1,1-DIYL)BIS(PHOSPHONIC ACID)",,O95749,Geranylgeranyl pyrophosphate synthase,GGPS1,,
DB06932,"10,11-dimethoxy-4-methyldibenzo[c,f]-2,7-naphthyridine-3,6-diamine",,O15530,3-phosphoinositide-dependent protein kinase 1,PDPK1,,
DB06933,N-(tert-butyl)-4-[5-(pyridin-2-ylamino)quinolin-3-yl]benzenesulfonamide,,P53779,Mitogen-activated protein kinase 10,MAPK10,,
DB06934,(1R)-3-chloro-1-phenylpropan-1-ol,,P00720,Lysozyme,E,,
DB06936,N-(4-carbamimidoylbenzyl)-1-(4-methylpentanoyl)-L-prolinamide,,P00734,Prothrombin,F2,,
DB06937,"4-(6-HYDROXY-BENZO[D]ISOXAZOL-3-YL)BENZENE-1,3-DIOL",,Q92731,Estrogen receptor beta,ESR2,,
DB06938,4-[[2-[[4-chloro-3-(trifluoromethyl)phenyl]amino]-3H-benzimidazol-5-yl]oxy]-N-methyl-pyridine-2-carboxamide,,P35968,Vascular endothelial growth factor receptor 2,KDR,,
DB06939,"N-(TRANS-4-{(1S,2S)-2-AMINO-3-[(3S)-3-FLUOROPYRROLIDIN-1-YL]-1-METHYL-3-OXOPROPYL}CYCLOHEXYL)-N-METHYLACETAMIDE",,P27487,Dipeptidyl peptidase 4,DPP4,,
DB06940,"N-ethyl-4-{[5-(methoxycarbamoyl)-2-methylphenyl]amino}-5-methylpyrrolo[2,1-f][1,2,4]triazine-6-carboxamide",,Q16539,Mitogen-activated protein kinase 14,MAPK14,,
DB06941,(Z)-2-[2-(4-methylpiperazin-1-yl)benzyl]diazenecarbothioamide,,P04271,Protein S100-B,S100B,,
DB06942,N-(4-carbamimidoylbenzyl)-1-(3-phenylpropanoyl)-L-prolinamide,,P00734,Prothrombin,F2,,
DB06943,(3S)-1-{[4-(but-2-yn-1-yloxy)phenyl]sulfonyl}pyrrolidine-3-thiol,,P78536,Disintegrin and metalloproteinase domain-containing protein 17,ADAM17,,
DB06944,N-(3-cyclopropyl-1H-pyrazol-5-yl)-2-(2-naphthyl)acetamide,,P20248,Cyclin-A2,CCNA2,,
DB06944,N-(3-cyclopropyl-1H-pyrazol-5-yl)-2-(2-naphthyl)acetamide,,P24941,Cyclin-dependent kinase 2,CDK2,,
DB06945,N-hydroxy-4-({4-[4-(trifluoromethyl)phenoxy]phenyl}sulfonyl)tetrahydro-2H-pyran-4-carboxamide,,Q9UNA0,A disintegrin and metalloproteinase with thrombospondin motifs 5,ADAMTS5,,
DB06946,"(2S,3S)-3-(4-fluorophenyl)-2,3-dihydroxypropanoic acid",,Q8GMG0,"MIO-dependent tyrosine 2,3-aminomutase",,,
DB06947,1-[(2R)-2-aminobutanoyl]-N-(4-carbamimidoylbenzyl)-L-prolinamide,,P00734,Prothrombin,F2,,
DB06948,2-ANILINO-6-CYCLOHEXYLMETHOXYPURINE,,P20248,Cyclin-A2,CCNA2,,
DB06948,2-ANILINO-6-CYCLOHEXYLMETHOXYPURINE,,P24941,Cyclin-dependent kinase 2,CDK2,,
